Role	Perspective	Actor Keyword(s)	Target Keyword(s)	Behavior Path	Animation Path(s)
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsQuadBarrel	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\GripShoulderFired\Injured\OnGround, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Player, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsQuadBarrel	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\QuadBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Player, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Right, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	AnimArchetypePlayer	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsQuadBarrel	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\QuadBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Player, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, AnimArchetypePlayer	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\TriBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Player, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, AnimArchetypePlayer	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\TriBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Player, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, AnimArchetypePlayer	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\TriBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Player, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Left, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GripShoulderFired\Injured\OnGround, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Player, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\TriBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Player, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Right, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, AnimArchetypePlayer	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\TriBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Player, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Left, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GripShoulderFired\Injured\OnGround, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Player, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\TriBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Player, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Right, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, AnimArchetypePlayer	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\TriBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Player, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, AnimArchetypePlayer	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\TriBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Player, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Left, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\TriBarrel, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\OnGround, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Player, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\TriBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Right, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, AnimArchetypePlayer	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\TriBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Player, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Left, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\GripShoulderFired\Injured\OnGround, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Player, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\TriBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Player, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Right, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	AnimArchetypePlayer	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\TriBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Player, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, AnimSynth	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsQuadBarrel	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\QuadBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, AnimSynth	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsQuadBarrel	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\QuadBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, AnimSynth	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsQuadBarrel	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\QuadBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Left, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\PipeRifle\Injured\OnGround, Actors\Character\Animations\Weapon\GripRifleStraight\Injured\OnGround, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Weapon\PipeRifleSA\Synth, Actors\Character\Animations\Weapon\PipeRifleSA, Actors\Character\Animations\Weapon\GripRifleStraight\Synth, Actors\Character\Animations\Weapon\GripRifleStraight, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredRight, AnimSynth	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsQuadBarrel	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\QuadBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Right, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, AnimSynth	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsQuadBarrel	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\QuadBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Left, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GripRifleStraight\Injured\OnGround, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Weapon\PipeRifleSA\Synth, Actors\Character\Animations\Weapon\PipeRifleSA, Actors\Character\Animations\Weapon\GripRifleStraight\Synth, Actors\Character\Animations\Weapon\GripRifleStraight, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsQuadBarrel	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\QuadBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Right, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, AnimSynth	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsQuadBarrel	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\QuadBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, AnimSynth	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsQuadBarrel	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\QuadBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Left, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GripRifleStraight\Injured\OnGround, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Weapon\PipeRifleSA\Synth, Actors\Character\Animations\Weapon\PipeRifleSA, Actors\Character\Animations\Weapon\GripRifleStraight\Synth, Actors\Character\Animations\Weapon\GripRifleStraight, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredRight, ActorMobilityInjuredRight, AnimSynth	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsQuadBarrel	Actors\Character\Behaviors\RightArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\QuadBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Right, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, AnimSynth	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsQuadBarrel	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\QuadBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Left, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsReceiverHandmadePipeSA, AnimsRecieverHandmadePipe	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\GripRifleStraight\Injured\OnGround, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Weapon\PipeRifleSA\Synth, Actors\Character\Animations\Weapon\PipeRifleSA, Actors\Character\Animations\Weapon\GripRifleStraight\Synth, Actors\Character\Animations\Weapon\GripRifleStraight, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredRight, AnimSynth	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsQuadBarrel	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\QuadBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Right, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	AnimSynth	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsQuadBarrel	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\QuadBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, AnimSynth	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\TriBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, AnimSynth	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\TriBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, AnimSynth	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\TriBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Left, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsSubmachineGun	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Rifle\Injured\OnGround, Actors\Character\Animations\Weapon\SubmachineGun\Synth, Actors\Character\Animations\Weapon\SubmachineGun, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredRight, AnimSynth	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\TriBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Right, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, AnimSynth	AnimsGripShoulderFired, AnimsMissileLauncher, AnimsTriBarrel	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\MissileLauncher\TriBarrel, Actors\Character\Animations\Weapon\MissileLauncher, Actors\Character\Animations\Weapon\GripShoulderFired\Injured\Left, Actors\Character\Animations\Weapon\GripShoulderFired, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd	ActorAttackInjuredLeft, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsSubmachineGun	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\Rifle\Injured\OnGround, Actors\Character\Animations\Weapon\SubmachineGun\Synth, Actors\Character\Animations\Weapon\SubmachineGun, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations\Synth, Actors\Character\Animations
Weapon	3rd	ActorMobilityInjuredRight		Actors\Character\Behaviors\MeleeBehavior.hkx	Actors\Character\Animations\H2H\Injured\Right, Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd			Actors\Character\Behaviors\MeleeBehavior.hkx	Actors\Character\Animations\H2H, Actors\Character\Animations\1HM, Actors\Character\Animations\Weapon\Rifle\Neutral, Actors\Character\Animations\Paired, Actors\Character\Animations
Weapon	3rd		AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\WeaponBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\LeftArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Left, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GripHeavy\Injured\OnGround, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimArchetypePlayer	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Player, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Right, Actors\Character\Animations\Weapon\GripHeavy\Player, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired, Actors\Character\Animations\Player
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, ActorMobilityInjuredRight, AnimSynth	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GripHeavy\Injured\OnGround, Actors\Character\Animations\Weapon\GatlingLaser\Synth, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Synth, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, AnimArchetypePlayer	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Player, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Left, Actors\Character\Animations\Weapon\GripHeavy\Player, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired, Actors\Character\Animations\Player
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredLeft, AnimSynth	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\Synth, Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Left, Actors\Character\Animations\Weapon\GripHeavy\Synth, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
Weapon	3rd	ActorAttackInjuredLeft, ActorAttackInjuredRight, ActorMobilityInjuredRight	AnimsGatlingLaser, AnimsGatlingLaserSuper	Actors\Character\Behaviors\BothArmInjuredWeaponWrappingBehavior.hkx	Actors\Character\Animations\Weapon\GatlingLaser\SuperBarrel, Actors\Character\Animations\Weapon\GatlingLaser, Actors\Character\Animations\Weapon\GripHeavy\Injured\Right, Actors\Character\Animations\Weapon\GripHeavy, Actors\Character\Animations\Paired
